"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","cell_type","change"
"GO:0010883","GO:0010883","regulation of lipid storage","1/1","42/23174",0.00181237593855188,0.00641703345703477,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0032371","GO:0032371","regulation of sterol transport","1/1","43/23174",0.00185552774661246,0.00641703345703477,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0032374","GO:0032374","regulation of cholesterol transport","1/1","43/23174",0.00185552774661246,0.00641703345703477,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","1/1","49/23174",0.00211443859497729,0.00701993613532459,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0043330","GO:0043330","response to exogenous dsRNA","1/1","58/23174",0.00250280486752408,0.00795911126453976,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","1/1","60/23174",0.00258910848364546,0.00795911126453976,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0043331","GO:0043331","response to dsRNA","1/1","64/23174",0.00276171571588857,0.00818651444352683,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0019915","GO:0019915","lipid storage","1/1","68/23174",0.00293432294813156,0.00823768015879888,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0032370","GO:0032370","positive regulation of lipid transport","1/1","69/23174",0.00297747475619237,0.00823768015879888,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0015918","GO:0015918","sterol transport","1/1","77/23174",0.00332268922067824,0.00835706682776649,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0030301","GO:0030301","cholesterol transport","1/1","77/23174",0.00332268922067824,0.00835706682776649,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0032088","GO:0032088","negative regulation of NF-kappaB transcription factor activity","1/1","77/23174",0.00332268922067824,0.00835706682776649,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","1/1","83/23174",0.00358160006904285,0.00874331781560459,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:1905954","GO:1905954","positive regulation of lipid localization","1/1","89/23174",0.00384051091740734,0.00910749731842311,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:00456381","GO:0045638","negative regulation of myeloid cell differentiation","1/1","97/23174",0.00418572538189366,0.00965042240825482,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","1/1","103/23174",0.00444463623025815,0.00997040019220071,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:0045185","GO:0045185","maintenance of protein location","1/1","106/23174",0.00457409165444045,0.00999077913996203,NA,"Nfkbia",1,"Colon","Colon_T_NK_cell","T_NK_cell","down"
"GO:00021812","GO:0002181","cytoplasmic translation","2/3","92/23174",4.66488797817901e-05,0.00237909286887129,0.000245520419904158,"Rpl36/Rps29",2,"Colon","Colon_TA","TA","down"
"GO:00301987","GO:0030198","extracellular matrix organization","4/13","273/23174",1.23896400223188e-05,0.00444426055076201,0.00260674093577033,"Lum/Smoc2/Col14a1/Col15a1",4,"Heart","Heart_B_cell","B_cell","down"
"GO:00430627","GO:0043062","extracellular structure organization","4/13","317/23174",2.22844598957884e-05,0.00444426055076201,0.00260674093577033,"Lum/Smoc2/Col14a1/Col15a1",4,"Heart","Heart_B_cell","B_cell","down"
"GO:1900746","GO:1900746","regulation of vascular endothelial growth factor signaling pathway","2/13","17/23174",3.93204407772738e-05,0.00444426055076201,0.00260674093577033,"Dcn/Smoc2",2,"Heart","Heart_B_cell","B_cell","down"
"GO:1902547","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","2/13","18/23174",4.42214980175324e-05,0.00444426055076201,0.00260674093577033,"Dcn/Smoc2",2,"Heart","Heart_B_cell","B_cell","down"
"GO:0030204","GO:0030204","chondroitin sulfate metabolic process","2/13","22/23174",6.6681323446223e-05,0.00536117840507633,0.00314455083199031,"Dcn/Bgn",2,"Heart","Heart_B_cell","B_cell","down"
"GO:00109542","GO:0010954","positive regulation of protein processing","2/13","27/23174",0.000101160771851452,0.00629387372303068,0.00369161485718479,"Gsn/Clec3b",2,"Heart","Heart_B_cell","B_cell","down"
"GO:19033194","GO:1903319","positive regulation of protein maturation","2/13","29/23174",0.000116938137726656,0.00629387372303068,0.00369161485718479,"Gsn/Clec3b",2,"Heart","Heart_B_cell","B_cell","down"
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","2/13","30/23174",0.00012525121836877,0.00629387372303068,0.00369161485718479,"Dcn/Bgn",2,"Heart","Heart_B_cell","B_cell","down"
"GO:0038084","GO:0038084","vascular endothelial growth factor signaling pathway","2/13","35/23174",0.000171049770319988,0.0076402230742928,0.00448130392417279,"Dcn/Smoc2",2,"Heart","Heart_B_cell","B_cell","down"
"GO:00423262","GO:0042326","negative regulation of phosphorylation","10/39","451/23174",2.70830860525451e-09,4.14642047464465e-06,2.55151179126609e-06,"Dnaja1/Dynll1/Socs3/Cdkn1a/Atf3/Klf4/Hsph1/Fbln1/Dusp1/Ier3",10,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","4/39","30/23174",1.81819061364345e-07,0.000100578528603881,6.18912874973176e-05,"Hspa8/Hspa5/Hsph1/St13",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00019331","GO:0001933","negative regulation of protein phosphorylation","8/39","407/23174",3.22882524923004e-07,0.000100578528603881,6.18912874973176e-05,"Dnaja1/Socs3/Cdkn1a/Atf3/Klf4/Hsph1/Fbln1/Dusp1",8,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding","4/39","35/23174",3.45290479049317e-07,0.000100578528603881,6.18912874973176e-05,"Hspa8/Hspa5/Hsph1/St13",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0006458","GO:0006458","'de novo' protein folding","4/39","36/23174",3.87982575488478e-07,0.000100578528603881,6.18912874973176e-05,"Hspa8/Hspa5/Hsph1/St13",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","6/39","171/23174",3.941679762399e-07,0.000100578528603881,6.18912874973176e-05,"Dnaja1/Atf3/Klf4/Hsph1/Fbln1/Dusp1",6,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0006986","GO:0006986","response to unfolded protein","5/39","104/23174",8.42555947132475e-07,0.000184279022151403,0.000113396627471213,"Hspa8/Hspa5/Atf3/Hsph1/Manf",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0061077","GO:0061077","chaperone-mediated protein folding","4/39","52/23174",1.74900495783614e-06,0.000334715823805892,0.000205968347008335,"Hspa8/Hspa5/Hsph1/St13",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0035966","GO:0035966","response to topologically incorrect protein","5/39","127/23174",2.26460899278501e-06,0.000385235151994872,0.000237055561233051,"Hspa8/Hspa5/Atf3/Hsph1/Manf",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0006457","GO:0006457","protein folding","5/39","152/23174",5.46580716957259e-06,0.000828897309379235,0.000510064348650291,"Hspa8/Dnaja1/Hspa5/Hsph1/St13",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00301988","GO:0030198","extracellular matrix organization","6/39","273/23174",5.95549993675479e-06,0.000828897309379235,0.000510064348650291,"Lum/Smoc2/Col14a1/Col15a1/Fbln1/Dpt",6,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0070373","GO:0070373","negative regulation of ERK1 and ERK2 cascade","4/39","75/23174",7.63716505226696e-06,0.000851348281621347,0.000523879619135141,"Atf3/Klf4/Fbln1/Dusp1",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00486607","GO:0048660","regulation of smooth muscle cell proliferation","5/39","163/23174",7.68234058852442e-06,0.000851348281621347,0.000523879619135141,"Egr1/Cdkn1a/Klf4/Adamts1/Ptgs2",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00147066","GO:0014706","striated muscle tissue development","7/39","448/23174",8.67566720080488e-06,0.000851348281621347,0.000523879619135141,"Tsc22d3/Egr1/Atf3/Btg2/Col14a1/Cacybp/Meg3",7,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00971931","GO:0097193","intrinsic apoptotic signaling pathway","6/39","292/23174",8.74381775159203e-06,0.000851348281621347,0.000523879619135141,"Dnaja1/Cdkn1a/Hsph1/Cebpb/Ptgs2/Ier3",6,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00486597","GO:0048659","smooth muscle cell proliferation","5/39","168/23174",8.89717341994876e-06,0.000851348281621347,0.000523879619135141,"Egr1/Cdkn1a/Klf4/Adamts1/Ptgs2",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00605377","GO:0060537","muscle tissue development","7/39","471/23174",1.20040797125285e-05,0.0010810732964636,0.000665241569208238,"Tsc22d3/Egr1/Atf3/Btg2/Col14a1/Cacybp/Meg3",7,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00430628","GO:0043062","extracellular structure organization","6/39","317/23174",1.39390449371504e-05,0.00118559321104318,0.000729558199926879,"Lum/Smoc2/Col14a1/Col15a1/Fbln1/Dpt",6,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","7/39","492/23174",1.59092360336674e-05,0.00128194949302867,0.000788851315796803,"Cdkn1a/Smoc2/Btg2/Klf4/Adamts1/Ier3/Gas1",7,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0042026","GO:0042026","protein refolding","3/39","30/23174",1.7336654290125e-05,0.00132712088590907,0.000816647662613784,"Hspa8/Hspa5/St13",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00075191","GO:0007519","skeletal muscle tissue development","5/39","197/23174",1.92084683747488e-05,0.00140038881341621,0.000861733293002516,"Tsc22d3/Egr1/Atf3/Btg2/Meg3",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:20003771","GO:2000377","regulation of reactive oxygen species metabolic process","5/39","200/23174",2.06563148634507e-05,0.00143749172981559,0.000884564679559254,"Dynll1/Cdkn1a/Klf4/Ptgs2/Ier3",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00605381","GO:0060538","skeletal muscle organ development","5/39","206/23174",2.38063021387632e-05,0.00158467167714985,0.000975132284402429,"Tsc22d3/Egr1/Atf3/Btg2/Meg3",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00420351","GO:0042035","regulation of cytokine biosynthetic process","4/39","106/23174",3.00670996972089e-05,0.00191803040151778,0.00118026553635974,"Egr1/Klf4/Cebpb/Akap12",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0072594","GO:0072594","establishment of protein localization to organelle","6/39","374/23174",3.53118141319896e-05,0.00216249549744305,0.00133069783781603,"Hspa8/Dnaja1/Hspa5/Cdkn1a/Hsph1/Ptgs2",6,"Heart","Heart_Endothelial","Endothelial","down"
"GO:20012342","GO:2001234","negative regulation of apoptotic signaling pathway","5/39","229/23174",3.94871739501389e-05,0.00232518705067933,0.00143081055406374,"Dnaja1/Hsph1/Ptgs2/Ier3/Gas1",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","5/39","232/23174",4.2011924184101e-05,0.0023362118995438,0.00143759472659198,"Cdkn1a/Btg2/Klf4/Ier3/Gas1",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00330028","GO:0033002","muscle cell proliferation","5/39","234/23174",4.37633992065712e-05,0.0023362118995438,0.00143759472659198,"Egr1/Cdkn1a/Klf4/Adamts1/Ptgs2",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00420892","GO:0042089","cytokine biosynthetic process","4/39","118/23174",4.57781560981803e-05,0.0023362118995438,0.00143759472659198,"Egr1/Klf4/Cebpb/Akap12",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","4/39","118/23174",4.57781560981803e-05,0.0023362118995438,0.00143759472659198,"Cdkn1a/Smoc2/Klf4/Dusp1",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00454443","GO:0045444","fat cell differentiation","5/39","238/23174",4.74358350923258e-05,0.00234271817826938,0.00144159838396033,"Cebpd/Zbtb16/Klf4/Cebpb/Ptgs2",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00421072","GO:0042107","cytokine metabolic process","4/39","122/23174",5.21448251151141e-05,0.00249480397660124,0.00153518481835615,"Egr1/Klf4/Cebpb/Akap12",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0032873","GO:0032873","negative regulation of stress-activated MAPK cascade","3/39","44/23174",5.56390667887931e-05,0.00250539444863654,0.00154170169585046,"Dnaja1/Hsph1/Dusp1",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0070303","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","3/39","44/23174",5.56390667887931e-05,0.00250539444863654,0.00154170169585046,"Dnaja1/Hsph1/Dusp1",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:20012331","GO:2001233","regulation of apoptotic signaling pathway","6/39","412/23174",6.04576722384288e-05,0.00264459131991527,0.00162735689183139,"Dnaja1/Atf3/Hsph1/Ptgs2/Ier3/Gas1",6,"Heart","Heart_Endothelial","Endothelial","down"
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","4/39","128/23174",6.2876322883664e-05,0.00267399028708027,0.00164544763101986,"Cdkn1a/Klf4/Adamts1/Gas1",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00075173","GO:0007517","muscle organ development","6/39","424/23174",7.08468402726469e-05,0.00293152736371412,0.0018039238134856,"Tsc22d3/Egr1/Atf3/Btg2/Col14a1/Meg3",6,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0051052","GO:0051052","regulation of DNA metabolic process","6/39","439/23174",8.57922812581346e-05,0.00340658020438327,0.00209624894834682,"Cdkn1a/Smoc2/Klf4/Dusp1/Cacybp/Ier3",6,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00436182","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","3/39","51/23174",8.67776799287705e-05,0.00340658020438327,0.00209624894834682,"Egr1/Atf3/Cebpb",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00457862","GO:0045786","negative regulation of cell cycle","6/39","449/23174",9.70828856382895e-05,0.00371584744780553,0.00228655743805971,"Cdkn1a/Btg2/Klf4/Ptgs2/Ier3/Gas1",6,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00301998","GO:0030199","collagen fibril organization","3/39","54/23174",0.000102998038807347,0.00384609749790361,0.00236670718183762,"Lum/Col14a1/Dpt",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00436202","GO:0043620","regulation of DNA-templated transcription in response to stress","3/39","56/23174",0.000114839169784798,0.00412464279052182,0.00253811083056621,"Egr1/Atf3/Cebpb",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00725931","GO:0072593","reactive oxygen species metabolic process","5/39","288/23174",0.00011663147622182,0.00412464279052182,0.00253811083056621,"Dynll1/Cdkn1a/Klf4/Ptgs2/Ier3",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","5/39","289/23174",0.000118539701360523,0.00412464279052182,0.00253811083056621,"Cdkn1a/Klf4/Adamts1/Ier3/Gas1",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","4/39","158/23174",0.000142064699345267,0.00479512880624797,0.00295069633304131,"Cdkn1a/Klf4/Ier3/Gas1",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00456001","GO:0045600","positive regulation of fat cell differentiation","3/39","61/23174",0.000148235774564959,0.00479512880624797,0.00295069633304131,"Zbtb16/Cebpb/Ptgs2",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:1903332","GO:1903332","regulation of protein folding","2/39","11/23174",0.000150337153951602,0.00479512880624797,0.00295069633304131,"Hspa8/St13",2,"Heart","Heart_Endothelial","Endothelial","down"
"GO:1990440","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","2/39","11/23174",0.000150337153951602,0.00479512880624797,0.00295069633304131,"Atf3/Cebpb",2,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00703721","GO:0070372","regulation of ERK1 and ERK2 cascade","5/39","306/23174",0.000154807033966948,0.00483692997966117,0.00297641880559438,"Atf3/Klf4/Fbln1/Dusp1/Akap12",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0071897","GO:0071897","DNA biosynthetic process","4/39","165/23174",0.000167817325521881,0.0051336002627915,0.00315897571948048,"Cdkn1a/Smoc2/Klf4/Dusp1",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","3/39","64/23174",0.000171008238669083,0.0051336002627915,0.00315897571948048,"Cdkn1a/Klf4/Gas1",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00703712","GO:0070371","ERK1 and ERK2 cascade","5/39","323/23174",0.000199028939520023,0.00585987127702222,0.00360588868158746,"Atf3/Klf4/Fbln1/Dusp1/Akap12",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","3/39","68/23174",0.000204744689817427,0.0059144173605751,0.00363945377133261,"Dynll1/Klf4/Ptgs2",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:19013423","GO:1901342","regulation of vasculature development","5/39","340/23174",0.000252314876012495,0.00715359398472462,0.00440198467897043,"Egr1/Smoc2/Klf4/Adamts1/Ptgs2",5,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","4/39","185/23174",0.000259922869263003,0.00723530750621195,0.00445226732995957,"Cdkn1a/Klf4/Adamts1/Gas1",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","3/39","76/23174",0.000284546352629986,0.00764281519081594,0.00470302835833495,"Dynll1/Klf4/Ptgs2",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0034620","GO:0034620","cellular response to unfolded protein","3/39","76/23174",0.000284546352629986,0.00764281519081594,0.00470302835833495,"Hspa8/Hspa5/Atf3",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0071498","GO:0071498","cellular response to fluid shear stress","2/39","16/23174",0.000326268152449809,0.00858939522823567,0.00528550911290929,"Klf4/Ptgs2",2,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0046209","GO:0046209","nitric oxide metabolic process","3/39","80/23174",0.000331008699193928,0.00858939522823567,0.00528550911290929,"Dynll1/Klf4/Ptgs2",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:0071636","GO:0071636","positive regulation of transforming growth factor beta production","2/39","17/23174",0.000369377508295182,0.00942528275333207,0.00579987491095067,"Lum/Ptgs2",2,"Heart","Heart_Endothelial","Endothelial","down"
"GO:19040183","GO:1904018","positive regulation of vasculature development","4/39","204/23174",0.000376755325152567,0.0094354823704487,0.00580615127474412,"Egr1/Smoc2/Klf4/Ptgs2",4,"Heart","Heart_Endothelial","Endothelial","down"
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","3/39","84/23174",0.000382103139756904,0.0094354823704487,0.00580615127474412,"Dynll1/Klf4/Ptgs2",3,"Heart","Heart_Endothelial","Endothelial","down"
"GO:00610771","GO:0061077","chaperone-mediated protein folding","3/19","52/23174",1.00669243330968e-05,0.00407458620758444,0.00252471080073391,"Fkbp4/Hspa8/Hspa5",3,"Heart","Heart_Epicardial_cell","Epicardial_cell","down"
"GO:00301999","GO:0030199","collagen fibril organization","3/19","54/23174",1.1286942403281e-05,0.00407458620758444,0.00252471080073391,"Lum/P4ha1/Dpt",3,"Heart","Heart_Epicardial_cell","Epicardial_cell","down"
"GO:00015036","GO:0001503","ossification","8/33","381/23174",4.80916328959257e-08,4.79954496301338e-05,3.43222390562501e-05,"Mgp/Clec3b/Igfbp3/Id3/Ifitm1/Igsf10/Myoc/Igfbp5",8,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00301989","GO:0030198","extracellular matrix organization","6/33","273/23174",2.14513527390934e-06,0.00107042250168076,0.000765474587216071,"Lum/Smoc2/Col14a1/Tgfbi/Mfap4/Adamtsl2",6,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00430629","GO:0043062","extracellular structure organization","6/33","317/23174",5.06992677819803e-06,0.00168659564154721,0.00120610889670816,"Lum/Smoc2/Col14a1/Tgfbi/Mfap4/Adamtsl2",6,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00148974","GO:0014897","striated muscle hypertrophy","4/33","105/23174",1.47155108831678e-05,0.00316459803667157,0.00226304975093695,"Col14a1/Pi16/Myoc/Igfbp5",4,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00148964","GO:0014896","muscle hypertrophy","4/33","107/23174",1.58546995825229e-05,0.00316459803667157,0.00226304975093695,"Col14a1/Pi16/Myoc/Igfbp5",4,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00435006","GO:0043500","muscle adaptation","4/33","117/23174",2.25498990791872e-05,0.00375079988017147,0.00268225115362964,"Col14a1/Pi16/Myoc/Igfbp5",4,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00106654","GO:0010665","regulation of cardiac muscle cell apoptotic process","3/33","55/23174",6.56201280814941e-05,0.00808360819433143,0.00578070494226,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00511464","GO:0051146","striated muscle cell differentiation","5/33","314/23174",7.69003262459043e-05,0.00808360819433143,0.00578070494226,"Col14a1/Pi16/Cd9/Igfbp5/Cxcl12",5,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00106624","GO:0010662","regulation of striated muscle cell apoptotic process","3/33","58/23174",7.69541304112014e-05,0.00808360819433143,0.00578070494226,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00106593","GO:0010659","cardiac muscle cell apoptotic process","3/33","59/23174",8.09980780995133e-05,0.00808360819433143,0.00578070494226,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00106584","GO:0010658","striated muscle cell apoptotic process","3/33","62/23174",9.39569892472457e-05,0.00852446138806829,0.0060959654267591,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:00435684","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","2/33","11/23174",0.000107289406746742,0.00892290232777067,0.00638089629599042,"Igfbp3/Igfbp5",2,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:19018612","GO:1901861","regulation of muscle tissue development","4/33","179/23174",0.000118224879534716,0.00907603305966513,0.00649040229348482,"Col14a1/Pi16/Igfbp5/Tsc22d3",4,"Heart","Heart_Fibroblast_1","Fibroblast_1","down"
"GO:003019810","GO:0030198","extracellular matrix organization","5/18","273/23174",1.65300078513521e-06,0.00101328948128788,0.000676860321492207,"Col14a1/Lum/Tgfbi/Smoc2/Mmp3",5,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:004306210","GO:0043062","extracellular structure organization","5/18","317/23174",3.43549483162417e-06,0.00105297916589281,0.000703372362895685,"Col14a1/Lum/Tgfbi/Smoc2/Mmp3",5,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00106655","GO:0010665","regulation of cardiac muscle cell apoptotic process","3/18","55/23174",1.006486138088e-05,0.00147734167018843,0.000986839374436848,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00106625","GO:0010662","regulation of striated muscle cell apoptotic process","3/18","58/23174",1.18204377120917e-05,0.00147734167018843,0.000986839374436848,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00106594","GO:0010659","cardiac muscle cell apoptotic process","3/18","59/23174",1.24476282780698e-05,0.00147734167018843,0.000986839374436848,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00106585","GO:0010658","striated muscle cell apoptotic process","3/18","62/23174",1.44601142269667e-05,0.00147734167018843,0.000986839374436848,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00106604","GO:0010660","regulation of muscle cell apoptotic process","3/18","98/23174",5.71444598893529e-05,0.00378606596333111,0.00252902835019456,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00106574","GO:0010657","muscle cell apoptotic process","3/18","103/23174",6.62840631880877e-05,0.00378606596333111,0.00252902835019456,"Hspa8/Igfbp3/Fndc1",3,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00034144","GO:0003414","chondrocyte morphogenesis involved in endochondral bone morphogenesis","2/18","16/23174",6.79391934692369e-05,0.00378606596333111,0.00252902835019456,"Col14a1/Col6a3",2,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00034294","GO:0003429","growth plate cartilage chondrocyte morphogenesis","2/18","16/23174",6.79391934692369e-05,0.00378606596333111,0.00252902835019456,"Col14a1/Col6a3",2,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00901714","GO:0090171","chondrocyte morphogenesis","2/18","16/23174",6.79391934692369e-05,0.00378606596333111,0.00252902835019456,"Col14a1/Col6a3",2,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00034224","GO:0003422","growth plate cartilage morphogenesis","2/18","17/23174",7.69623211023132e-05,0.0039314919029765,0.00262617043059648,"Col14a1/Col6a3",2,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00034185","GO:0003418","growth plate cartilage chondrocyte differentiation","2/18","22/23174",0.000130422296818752,0.00532992452999301,0.00356029989210489,"Col14a1/Col6a3",2,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:00034335","GO:0003433","chondrocyte development involved in endochondral bone morphogenesis","2/18","22/23174",0.000130422296818752,0.00532992452999301,0.00356029989210489,"Col14a1/Col6a3",2,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:0010666","GO:0010666","positive regulation of cardiac muscle cell apoptotic process","2/18","22/23174",0.000130422296818752,0.00532992452999301,0.00356029989210489,"Igfbp3/Fndc1",2,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
"GO:0010663","GO:0010663","positive regulation of striated muscle cell apoptotic process","2/18","23/23174",0.000142777746726914,0.0054701724214749,0.00365398312347168,"Igfbp3/Fndc1",2,"Heart","Heart_Fibroblast_2","Fibroblast_2","down"
