"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","cell_type","change"
"GO:00514442","GO:0051444","negative regulation of ubiquitin-protein transferase activity","4/84","18/23174",4.72799648651434e-07,2.48004906610797e-05,2.1965954968447e-05,"Rpl23/Rps7/Rpl11/Rpl5",4,"Intestine","Intestine_Goblet","Goblet","down"
"GO:00514382","GO:0051438","regulation of ubiquitin-protein transferase activity","5/84","48/23174",8.40275333760027e-07,4.21599015286552e-05,3.73412974407774e-05,"Trib1/Rpl23/Rps7/Rpl11/Rpl5",5,"Intestine","Intestine_Goblet","Goblet","down"
"GO:19046662","GO:1904666","regulation of ubiquitin protein ligase activity","4/84","21/23174",9.1710785665566e-07,4.4097602774193e-05,3.90575319654669e-05,"Rpl23/Rps7/Rpl11/Rpl5",4,"Intestine","Intestine_Goblet","Goblet","down"
"GO:19017983","GO:1901798","positive regulation of signal transduction by p53 class mediator","4/84","25/23174",1.91711810166294e-06,8.84941715727614e-05,7.83798600721986e-05,"Rpl23/Rps7/Rpl26/Rpl11",4,"Intestine","Intestine_Goblet","Goblet","down"
"GO:20012421","GO:2001242","regulation of intrinsic apoptotic signaling pathway","7/84","169/23174",2.7365876120991e-06,0.000121462388629322,0.000107580023131507,"Nupr1/Rps3/Rps7/Rack1/Rpl26/Rpl11/Tpt1",7,"Intestine","Intestine_Goblet","Goblet","down"
"GO:20012351","GO:2001235","positive regulation of apoptotic signaling pathway","7/84","183/23174",4.63144610856084e-06,0.000197951437380712,0.000175326868281192,"Atf3/Nupr1/Rps3/Rps7/Rack1/Rpl26/Rpl11",7,"Intestine","Intestine_Goblet","Goblet","down"
"GO:19017963","GO:1901796","regulation of signal transduction by p53 class mediator","5/84","70/23174",5.57974325636778e-06,0.000229965132780301,0.000203681605335832,"Rpl23/Rps7/Rpl26/Rpl11/Rpl5",5,"Intestine","Intestine_Goblet","Goblet","down"
"GO:00313971","GO:0031397","negative regulation of protein ubiquitination","5/84","73/23174",6.86600798679691e-06,0.000273219766095298,0.00024199251379963,"Rpl23/Rps3/Rps7/Rpl11/Rpl5",5,"Intestine","Intestine_Goblet","Goblet","down"
"GO:00723312","GO:0072331","signal transduction by p53 class mediator","6/84","135/23174",9.78908704692047e-06,0.000374224912704003,0.00033145342537224,"Nupr1/Rpl23/Rps7/Rpl26/Rpl11/Rpl5",6,"Intestine","Intestine_Goblet","Goblet","down"
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","7/84","206/23174",1.00528356098996e-05,0.000374224912704003,0.00033145342537224,"Nupr1/Trib1/Rpl23/Rps7/Rack1/Rpl11/Rpl5",7,"Intestine","Intestine_Goblet","Goblet","down"
"GO:19033211","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","5/84","83/23174",1.29009454028731e-05,0.000465240343591111,0.000412066381124664,"Rpl23/Rps3/Rps7/Rpl11/Rpl5",5,"Intestine","Intestine_Goblet","Goblet","down"
"GO:20000581","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","6/84","147/23174",1.59103258589491e-05,0.000556379273976584,0.000492788721181486,"Trib1/Rpl23/Rps7/Rack1/Rpl11/Rpl5",6,"Intestine","Intestine_Goblet","Goblet","down"
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","7/84","229/23174",1.99333636499754e-05,0.000676561813296223,0.000599235173502356,"Egr1/Trib1/Rpl23/Rps3/Rps7/Rpl11/Rpl5",7,"Intestine","Intestine_Goblet","Goblet","down"
"GO:19033622","GO:1903362","regulation of cellular protein catabolic process","7/84","237/23174",2.48455033329394e-05,0.000819191738463203,0.000725563420640127,"Nupr1/Trib1/Rpl23/Rps7/Rack1/Rpl11/Rpl5",7,"Intestine","Intestine_Goblet","Goblet","down"
"GO:20000591","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","4/84","50/23174",3.25762422981536e-05,0.0010442495447797,0.000924898575190268,"Rpl23/Rps7/Rpl11/Rpl5",4,"Intestine","Intestine_Goblet","Goblet","down"
"GO:00457275","GO:0045727","positive regulation of translation","5/84","118/23174",7.04041947275066e-05,0.00219584974906872,0.00194487832376697,"Eef2/Rpl26/Rps9/Rpl5/Rps3a1",5,"Intestine","Intestine_Goblet","Goblet","down"
"GO:00313961","GO:0031396","regulation of protein ubiquitination","6/84","199/23174",8.66465843656444e-05,0.00263131995678825,0.00233057710302052,"Trib1/Rpl23/Rps3/Rps7/Rpl11/Rpl5",6,"Intestine","Intestine_Goblet","Goblet","down"
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","7/84","292/23174",9.28340855935782e-05,0.00274693678910229,0.00243297967911915,"Nupr1/Rps3/Rps7/Rack1/Rpl26/Rpl11/Tpt1",7,"Intestine","Intestine_Goblet","Goblet","down"
"GO:00004701","GO:0000470","maturation of LSU-rRNA","3/84","26/23174",0.000112464546767433,0.00324460217424045,0.00287376512924152,"Rpl35/Rpl7/Rpl10a",3,"Intestine","Intestine_Goblet","Goblet","down"
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in cellular protein catabolic process","4/84","70/23174",0.000122746948660024,0.003436230917077,0.00304349194607477,"Rpl23/Rps7/Rpl11/Rpl5",4,"Intestine","Intestine_Goblet","Goblet","down"
"GO:20012332","GO:2001233","regulation of apoptotic signaling pathway","8/84","412/23174",0.000125062130430879,0.003436230917077,0.00304349194607477,"Atf3/Nupr1/Rps3/Rps7/Rack1/Rpl26/Rpl11/Tpt1",8,"Intestine","Intestine_Goblet","Goblet","down"
"GO:00342503","GO:0034250","positive regulation of cellular amide metabolic process","5/84","139/23174",0.000152461349686232,0.00409163715204446,0.00362398948703381,"Eef2/Rpl26/Rps9/Rpl5/Rps3a1",5,"Intestine","Intestine_Goblet","Goblet","down"
"GO:19022531","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","3/84","30/23174",0.000173789569383513,0.00455731992581594,0.00403644773143052,"Rps7/Rpl26/Rpl11",3,"Intestine","Intestine_Goblet","Goblet","down"
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","4/84","77/23174",0.000177711782202528,0.00455731992581594,0.00403644773143052,"Nupr1/Rps7/Rpl26/Rpl11",4,"Intestine","Intestine_Goblet","Goblet","down"
"GO:1903363","GO:1903363","negative regulation of cellular protein catabolic process","4/84","82/23174",0.000226550940765006,0.00568347360093079,0.00503388932454967,"Rpl23/Rps7/Rpl11/Rpl5",4,"Intestine","Intestine_Goblet","Goblet","down"
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","3/84","37/23174",0.000326566743695724,0.00801825579201842,0.00710182101071777,"Rps3/Rpl26/Tpt1",3,"Intestine","Intestine_Goblet","Goblet","down"
"GO:00618441","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","4/84","94/23174",0.000382186160646629,0.00918839227887937,0.00813821846464642,"Rpl39/Rpl30/Mmp7/Rps19",4,"Intestine","Intestine_Goblet","Goblet","down"
"GO:00436182","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","4/43","51/23174",2.40959942441447e-06,0.00219331563377785,0.00158113497762738,"Klf2/Ppp1r15a/Atf3/Ddit3",4,"Intestine","Intestine_Paneth","Paneth","down"
"GO:00436202","GO:0043620","regulation of DNA-templated transcription in response to stress","4/43","56/23174",3.51774760830449e-06,0.00219331563377785,0.00158113497762738,"Klf2/Ppp1r15a/Atf3/Ddit3",4,"Intestine","Intestine_Paneth","Paneth","down"
"GO:0036003","GO:0036003","positive regulation of transcription from RNA polymerase II promoter in response to stress","3/43","27/23174",1.68727193092828e-05,0.00684005184341346,0.0049309114711308,"Klf2/Atf3/Ddit3",3,"Intestine","Intestine_Paneth","Paneth","down"
"GO:20012352","GO:2001235","positive regulation of apoptotic signaling pathway","5/43","183/23174",2.1940823876226e-05,0.00684005184341346,0.0049309114711308,"Trp53inp1/Nupr1/Atf3/Skil/Ddit3",5,"Intestine","Intestine_Paneth","Paneth","down"
"GO:00712771","GO:0071277","cellular response to calcium ion","4/26","77/23174",1.59313348185019e-06,0.00154056007694913,0.000912278541185792,"Junb/Itpkb/Fos/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00719011","GO:0071901","negative regulation of protein serine/threonine kinase activity","4/26","110/23174",6.62807229984451e-06,0.00278818370523684,0.00165108793952957,"Tnfaip3/Rgs2/Dusp1/Dusp5",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00345992","GO:0034599","cellular response to oxidative stress","5/26","268/23174",1.07443362284302e-05,0.00278818370523684,0.00165108793952957,"Nr4a2/Tnfaip3/Fos/Atf4/Jun",5,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00515922","GO:0051592","response to calcium ion","4/26","127/23174",1.17126122211356e-05,0.00278818370523684,0.00165108793952957,"Junb/Itpkb/Fos/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00100351","GO:0010035","response to inorganic substance","6/26","493/23174",1.44166685896424e-05,0.00278818370523684,0.00165108793952957,"Nr4a2/Junb/Tnfaip3/Itpkb/Fos/Jun",6,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00712482","GO:0071248","cellular response to metal ion","4/26","154/23174",2.50187459340555e-05,0.00403218788637195,0.00238775399791688,"Junb/Itpkb/Fos/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:19012141","GO:1901214","regulation of neuron death","5/26","368/23174",4.91163123272933e-05,0.00588454375295085,0.00348466968007975,"Nr4a2/Btg2/Fos/Atf4/Jun",5,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0043922","GO:0043922","negative regulation by host of viral transcription","2/26","10/23174",5.41680534003161e-05,0.00588454375295085,0.00348466968007975,"Ccl4/Jun",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","4/26","193/23174",6.03948548209372e-05,0.00588454375295085,0.00348466968007975,"Tnfaip3/Rgs2/Dusp1/Dusp5",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00434071","GO:0043407","negative regulation of MAP kinase activity","3/26","69/23174",6.2535009945751e-05,0.00588454375295085,0.00348466968007975,"Rgs2/Dusp1/Dusp5",3,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0006979","GO:0006979","response to oxidative stress","5/26","401/23174",7.37562585976746e-05,0.00588454375295085,0.00348466968007975,"Nr4a2/Tnfaip3/Fos/Atf4/Jun",5,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00709971","GO:0070997","neuron death","5/26","404/23174",7.63967294130699e-05,0.00588454375295085,0.00348466968007975,"Nr4a2/Btg2/Fos/Atf4/Jun",5,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00019331","GO:0001933","negative regulation of protein phosphorylation","5/26","407/23174",7.91096885091634e-05,0.00588454375295085,0.00348466968007975,"Tnfaip3/Rgs2/Dusp1/Dusp5/Jun",5,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0033673","GO:0033673","negative regulation of kinase activity","4/26","213/23174",8.85047960220512e-05,0.00611315269666597,0.00362004579218014,"Tnfaip3/Rgs2/Dusp1/Dusp5",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","4/26","223/23174",0.000105662245590126,0.00622088899659957,0.00368384435220178,"Nr4a2/Fos/Atf4/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0035970","GO:0035970","peptidyl-threonine dephosphorylation","2/26","14/23174",0.000109237765728983,0.00622088899659957,0.00368384435220178,"Dusp1/Dusp5",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00712411","GO:0071241","cellular response to inorganic substance","4/26","225/23174",0.00010936412920599,0.00622088899659957,0.00368384435220178,"Junb/Itpkb/Fos/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00423262","GO:0042326","negative regulation of phosphorylation","5/26","451/23174",0.000128133342398848,0.00688360789442698,0.00407628878742532,"Tnfaip3/Rgs2/Dusp1/Dusp5/Jun",5,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00513482","GO:0051348","negative regulation of transferase activity","4/26","242/23174",0.000144748323159274,0.007337619649508,0.00434514242565977,"Tnfaip3/Rgs2/Dusp1/Dusp5",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:1901215","GO:1901215","negative regulation of neuron death","4/26","245/23174",0.000151760489131499,0.007337619649508,0.00434514242565977,"Nr4a2/Btg2/Atf4/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00001881","GO:0000188","inactivation of MAPK activity","2/26","17/23174",0.000162918732196901,0.00750201971592396,0.00444249575514356,"Dusp1/Dusp5",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:19001532","GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","2/26","18/23174",0.000183157121361055,0.00777314983464066,0.00460305177166986,"Btg2/Zfp36l2",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00359941","GO:0035994","response to muscle stretch","2/26","19/23174",0.000204563794073537,0.00777314983464066,0.00460305177166986,"Fos/Jun",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00435231","GO:0043523","regulation of neuron apoptotic process","4/26","265/23174",0.000204966252193828,0.00777314983464066,0.00460305177166986,"Nr4a2/Btg2/Atf4/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:19038251","GO:1903825","organic acid transmembrane transport","3/26","104/23174",0.00021176571272581,0.00777314983464066,0.00460305177166986,"Slc3a2/Rgs2/Emb",3,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:19050391","GO:1905039","carboxylic acid transmembrane transport","3/26","104/23174",0.00021176571272581,0.00777314983464066,0.00460305177166986,"Slc3a2/Rgs2/Emb",3,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00100381","GO:0010038","response to metal ion","4/26","269/23174",0.000217037275631125,0.00777314983464066,0.00460305177166986,"Junb/Itpkb/Fos/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:19001512","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","2/26","20/23174",0.000227136305851017,0.00784431456278332,0.00464519362341929,"Btg2/Zfp36l2",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0001776","GO:0001776","leukocyte homeostasis","3/26","110/23174",0.000249856363516482,0.00815840498270941,0.00483118958318611,"Tnfaip3/Itpkb/Tsc22d3",3,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00714961","GO:0071496","cellular response to external stimulus","4/26","285/23174",0.00027050067287369,0.00815840498270941,0.00483118958318611,"Nr4a2/Fos/Atf4/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00328971","GO:0032897","negative regulation of viral transcription","2/26","22/23174",0.000275769086930946,0.00815840498270941,0.00483118958318611,"Ccl4/Jun",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00514021","GO:0051402","neuron apoptotic process","4/26","293/23174",0.00030051671308991,0.00815840498270941,0.00483118958318611,"Nr4a2/Btg2/Atf4/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:00712764","GO:0071276","cellular response to cadmium ion","2/26","23/23174",0.000301824485516126,0.00815840498270941,0.00483118958318611,"Fos/Jun",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:19021051","GO:1902105","regulation of leukocyte differentiation","4/26","294/23174",0.000304430145782926,0.00815840498270941,0.00483118958318611,"Zfp36l2/Itpkb/Fos/Jun",4,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:19012161","GO:1901216","positive regulation of neuron death","3/26","118/23174",0.00030717820203766,0.00815840498270941,0.00483118958318611,"Fos/Atf4/Jun",3,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:000904860","GO:0009048","dosage compensation by inactivation of X chromosome","2/26","24/23174",0.00032903598172251,0.00815840498270941,0.00483118958318611,"Xist/Tsix",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0043921","GO:0043921","modulation by host of viral transcription","2/26","24/23174",0.00032903598172251,0.00815840498270941,0.00483118958318611,"Ccl4/Jun",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0052312","GO:0052312","modulation of transcription in other organism involved in symbiotic interaction","2/26","24/23174",0.00032903598172251,0.00815840498270941,0.00483118958318611,"Ccl4/Jun",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0052472","GO:0052472","modulation by host of symbiont transcription","2/26","24/23174",0.00032903598172251,0.00815840498270941,0.00483118958318611,"Ccl4/Jun",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:000754959","GO:0007549","dosage compensation","2/26","26/23174",0.00038691756558251,0.00912559233947042,0.00540393210980451,"Xist/Tsix",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:0089718","GO:0089718","amino acid import across plasma membrane","2/26","26/23174",0.00038691756558251,0.00912559233947042,0.00540393210980451,"Slc3a2/Rgs2",2,"Intestine","Intestine_T_NK_cell_1","T_NK_cell_1","down"
"GO:000904861","GO:0009048","dosage compensation by inactivation of X chromosome","2/5","24/23174",1.02596119274919e-05,0.000942160314264719,0.000286081067084429,"Xist/Tsix",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","down"
"GO:000754960","GO:0007549","dosage compensation","2/5","26/23174",1.20789783880092e-05,0.000942160314264719,0.000286081067084429,"Xist/Tsix",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","down"
"GO:00712483","GO:0071248","cellular response to metal ion","7/45","154/23174",1.83241914465943e-08,2.68266162778141e-05,1.60288453601262e-05,"Fos/Junb/Fosb/Jun/Jund/Aqp1/Mt1",7,"Intestine","Intestine_TA","TA","down"
"GO:00712412","GO:0071241","cellular response to inorganic substance","7/45","225/23174",2.45693437112558e-07,0.000143072775893808,8.54856749840054e-05,"Fos/Junb/Fosb/Jun/Jund/Aqp1/Mt1",7,"Intestine","Intestine_TA","TA","down"
"GO:00100352","GO:0010035","response to inorganic substance","9/45","493/23174",3.72352484708244e-07,0.000143072775893808,8.54856749840054e-05,"Fos/Junb/Fosb/Jun/Jund/Rhob/Nr4a1/Aqp1/Mt1",9,"Intestine","Intestine_TA","TA","down"
"GO:00712772","GO:0071277","cellular response to calcium ion","5/45","77/23174",3.90909223753575e-07,0.000143072775893808,8.54856749840054e-05,"Fos/Junb/Fosb/Jun/Jund",5,"Intestine","Intestine_TA","TA","down"
"GO:00359142","GO:0035914","skeletal muscle cell differentiation","5/45","88/23174",7.62919869922017e-07,0.000192160344016856,0.000114815391054075,"Atf3/Fos/Egr1/Btg2/Nr4a1",5,"Intestine","Intestine_TA","TA","down"
"GO:00100382","GO:0010038","response to metal ion","7/45","269/23174",8.17692390871774e-07,0.000192160344016856,0.000114815391054075,"Fos/Junb/Fosb/Jun/Jund/Aqp1/Mt1",7,"Intestine","Intestine_TA","TA","down"
"GO:000218115","GO:0002181","cytoplasmic translation","5/45","92/23174",9.52192372472124e-07,0.000192160344016856,0.000114815391054075,"Rps29/Rpl38/Rps28/Rps21/Rpl36",5,"Intestine","Intestine_TA","TA","down"
"GO:00096122","GO:0009612","response to mechanical stimulus","6/45","174/23174",1.05005652468227e-06,0.000192160344016856,0.000114815391054075,"Fos/Junb/Jun/Jund/Nfkbia/Aqp1",6,"Intestine","Intestine_TA","TA","down"
"GO:00456372","GO:0045637","regulation of myeloid cell differentiation","6/45","215/23174",3.58165950198677e-06,0.000582616612323181,0.000348112169140468,"Fos/Zfp36/Jun/Nfkbia/Trib1/Cd74",6,"Intestine","Intestine_TA","TA","down"
"GO:00515923","GO:0051592","response to calcium ion","5/45","127/23174",4.68078237314488e-06,0.00068526653942841,0.000409445279166673,"Fos/Junb/Fosb/Jun/Jund",5,"Intestine","Intestine_TA","TA","down"
"GO:00515911","GO:0051591","response to cAMP","4/45","61/23174",5.97029955793362e-06,0.000791446503608265,0.000472887578730564,"Junb/Jun/Jund/Aqp1",4,"Intestine","Intestine_TA","TA","down"
"GO:00359942","GO:0035994","response to muscle stretch","3/45","19/23174",6.48726642301856e-06,0.000791446503608265,0.000472887578730564,"Fos/Jun/Nfkbia",3,"Intestine","Intestine_TA","TA","down"
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","4/45","64/23174",7.23825596553595e-06,0.000805408389485501,0.000481229775425979,"Fos/Jun/Trib1/Cd74",4,"Intestine","Intestine_TA","TA","down"
"GO:004227416","GO:0042274","ribosomal small subunit biogenesis","4/45","65/23174",7.70199279562638e-06,0.000805408389485501,0.000481229775425979,"Rpl38/Rps27/Rps28/Rps21",4,"Intestine","Intestine_TA","TA","down"
"GO:000002816","GO:0000028","ribosomal small subunit assembly","3/45","21/23174",8.87992071145525e-06,0.000866680261438033,0.000517839586752233,"Rpl38/Rps27/Rps28",3,"Intestine","Intestine_TA","TA","down"
"GO:00300994","GO:0030099","myeloid cell differentiation","7/45","401/23174",1.13481916540522e-05,0.00101551837987372,0.000606770041468985,"Fos/Junb/Zfp36/Jun/Nfkbia/Trib1/Cd74",7,"Intestine","Intestine_TA","TA","down"
"GO:00712765","GO:0071276","cellular response to cadmium ion","3/45","23/23174",1.17922216242167e-05,0.00101551837987372,0.000606770041468985,"Fos/Jun/Mt1",3,"Intestine","Intestine_TA","TA","down"
"GO:00486604","GO:0048660","regulation of smooth muscle cell proliferation","5/45","163/23174",1.57565149390936e-05,0.00125338310246755,0.000748893700136993,"Hbegf/Egr1/Jun/Trib1/Edn1",5,"Intestine","Intestine_TA","TA","down"
"GO:00506736","GO:0050673","epithelial cell proliferation","7/45","424/23174",1.62665839801116e-05,0.00125338310246755,0.000748893700136993,"Zfp36/Jun/Klf9/Nr4a1/Areg/Errfi1/Vdr",7,"Intestine","Intestine_TA","TA","down"
"GO:00486594","GO:0048659","smooth muscle cell proliferation","5/45","168/23174",1.82285712276031e-05,0.00133433141386054,0.000797260141586218,"Hbegf/Egr1/Jun/Trib1/Edn1",5,"Intestine","Intestine_TA","TA","down"
"GO:0051384","GO:0051384","response to glucocorticoid","4/45","85/23174",2.23915367501622e-05,0.00156100999058274,0.000932700102224802,"Zfp36/Klf9/Aqp1/Areg",4,"Intestine","Intestine_TA","TA","down"
"GO:0031960","GO:0031960","response to corticosteroid","4/45","89/23174",2.68489996719804e-05,0.00178667888726269,0.00106753678121606,"Zfp36/Klf9/Aqp1/Areg",4,"Intestine","Intestine_TA","TA","down"
"GO:00466831","GO:0046683","response to organophosphorus","4/45","91/23174",2.93066644942209e-05,0.00186543290519736,0.0011145921370571,"Junb/Jun/Jund/Aqp1",4,"Intestine","Intestine_TA","TA","down"
"GO:0045616","GO:0045616","regulation of keratinocyte differentiation","3/45","32/23174",3.26248654980241e-05,0.00199011679537947,0.00118909049249377,"Zfp36/Errfi1/Vdr",3,"Intestine","Intestine_TA","TA","down"
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","3/45","33/23174",3.58386450820063e-05,0.00209871105600229,0.00125397532897462,"Zfp36/Klf9/Vdr",3,"Intestine","Intestine_TA","TA","down"
"GO:00075193","GO:0007519","skeletal muscle tissue development","5/45","197/23174",3.91104196002841e-05,0.00220221747287753,0.00131582018979093,"Atf3/Fos/Egr1/Btg2/Nr4a1",5,"Intestine","Intestine_TA","TA","down"
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","4/45","99/23174",4.08134226496897e-05,0.00221299447256095,0.00132225942385544,"Fos/Jun/Trib1/Cd74",4,"Intestine","Intestine_TA","TA","down"
"GO:00466862","GO:0046686","response to cadmium ion","3/45","35/23174",4.28753134450386e-05,0.00224176638869773,0.00133945058168523,"Fos/Jun/Mt1",3,"Intestine","Intestine_TA","TA","down"
"GO:00605384","GO:0060538","skeletal muscle organ development","5/45","206/23174",4.83787063128496e-05,0.00244229055317282,0.00145926333742207,"Atf3/Fos/Egr1/Btg2/Nr4a1",5,"Intestine","Intestine_TA","TA","down"
"GO:00486611","GO:0048661","positive regulation of smooth muscle cell proliferation","4/45","106/23174",5.33295822222593e-05,0.00260248361244626,0.0015549783447964,"Hbegf/Egr1/Jun/Edn1",4,"Intestine","Intestine_TA","TA","down"
"GO:00140741","GO:0014074","response to purine-containing compound","4/45","107/23174",5.53224031367445e-05,0.002612645102974,0.00156104981346807,"Junb/Jun/Jund/Aqp1",4,"Intestine","Intestine_TA","TA","down"
"GO:00025732","GO:0002573","myeloid leukocyte differentiation","5/45","216/23174",6.05803842685356e-05,0.00274954723236477,0.00164284854047679,"Fos/Junb/Jun/Trib1/Cd74",5,"Intestine","Intestine_TA","TA","down"
"GO:00506786","GO:0050678","regulation of epithelial cell proliferation","6/45","357/23174",6.2876299532994e-05,0.00274954723236477,0.00164284854047679,"Zfp36/Jun/Klf9/Nr4a1/Errfi1/Vdr",6,"Intestine","Intestine_TA","TA","down"
"GO:00324961","GO:0032496","response to lipopolysaccharide","6/45","358/23174",6.38556051232256e-05,0.00274954723236477,0.00164284854047679,"Junb/Zfp36/Jun/Jund/Nfkbia/Trib1",6,"Intestine","Intestine_TA","TA","down"
"GO:00022371","GO:0002237","response to molecule of bacterial origin","6/45","376/23174",8.36754167008701e-05,0.00339117210842923,0.00202621801991997,"Junb/Zfp36/Jun/Jund/Nfkbia/Trib1",6,"Intestine","Intestine_TA","TA","down"
"GO:0043616","GO:0043616","keratinocyte proliferation","3/45","44/23174",8.57058524671322e-05,0.00339117210842923,0.00202621801991997,"Zfp36/Klf9/Vdr",3,"Intestine","Intestine_TA","TA","down"
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","3/45","44/23174",8.57058524671322e-05,0.00339117210842923,0.00202621801991997,"Zfp36/Klf9/Aqp1",3,"Intestine","Intestine_TA","TA","down"
"GO:00330026","GO:0033002","muscle cell proliferation","5/45","234/23174",8.84036873070546e-05,0.00340586837414547,0.00203499900698511,"Hbegf/Egr1/Jun/Trib1/Edn1",5,"Intestine","Intestine_TA","TA","down"
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","3/45","46/23174",9.7968005222626e-05,0.00367756819604935,0.00219733906450748,"Zfp36/Klf9/Aqp1",3,"Intestine","Intestine_TA","TA","down"
"GO:00027611","GO:0002761","regulation of myeloid leukocyte differentiation","4/45","125/23174",0.000101284171443658,0.00370700067483788,0.00221492490709683,"Fos/Jun/Trib1/Cd74",4,"Intestine","Intestine_TA","TA","down"
"GO:00093141","GO:0009314","response to radiation","6/45","394/23174",0.00010812763077353,0.00386094759640119,0.00230690786066249,"Egr1/Junb/Jun/Jund/Rhob/Aqp1",6,"Intestine","Intestine_TA","TA","down"
"GO:19037062","GO:1903706","regulation of hemopoiesis","6/45","406/23174",0.000127370263429017,0.00443976346809717,0.00265274909547652,"Fos/Zfp36/Jun/Nfkbia/Trib1/Cd74",6,"Intestine","Intestine_TA","TA","down"
