"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","Cell_type","change"
"365","GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","6/85","157/23174",2.47136464317257e-05,0.00133833900676422,0.00110961270820987,"Cyp2e1/Cyp2j13/Slco1a6/Csad/Cyp2a4/Ghr",6,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"366","GO:0009259","GO:0009259","ribonucleotide metabolic process","9/85","427/23174",2.68959827371056e-05,0.00140257569236462,0.00116287114446199,"Acsm2/Acsm3/Ldhd/Cycs/Pank1/Acat1/Hmgcs1/Coasy/Zbtb20",9,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"367","GO:0006643","GO:0006643","membrane lipid metabolic process","6/85","163/23174",3.05233334972452e-05,0.00153488762729004,0.00127257055821222,"Ugt8a/Degs2/Smpdl3a/B4galt5/Serinc3/Psap",6,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"368","GO:0006163","GO:0006163","purine nucleotide metabolic process","9/85","441/23174",3.45892182469316e-05,0.00167936618247171,0.00139235727897812,"Acsm2/Acsm3/Ldhd/Cycs/Pank1/Acat1/Hmgcs1/Coasy/Zbtb20",9,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"369","GO:00424474","GO:0042447","hormone catabolic process","3/85","18/23174",3.73442439638762e-05,0.00175268985003792,0.00145314970371715,"Hsd17b11/Hsd11b1/Ace",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"370","GO:004273810","GO:0042738","exogenous drug catabolic process","4/85","54/23174",4.63487783729802e-05,0.0021051316112631,0.0017453580718382,"Cyp4b1/Cyp2e1/Cyp2j13/Cyp2a4",4,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"371","GO:0010876","GO:0010876","lipid localization","8/85","366/23174",5.98855135880144e-05,0.00261724556505085,0.00216995015822472,"Cd36/Atp11a/Lpl/Slco1a1/Slco3a1/Slco1a6/Ace/Psap",8,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"372","GO:0006790","GO:0006790","sulfur compound metabolic process","7/85","270/23174",6.13416929308792e-05,0.00261724556505085,0.00216995015822472,"Acsm2/Acsm3/Acat1/Csad/Hmgcs1/Gclm/Ghr",7,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"373","GO:00343081","GO:0034308","primary alcohol metabolic process","4/85","59/23174",6.57783346000274e-05,0.00272399691520114,0.00225845737063252,"Adh1/Pecr/Akr1c14/Ttr",4,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"374","GO:0035634","GO:0035634","response to stilbenoid","3/85","22/23174",6.9734598104604e-05,0.00280532326089379,0.00232588479091747,"Cd36/Slco1a1/Cyp2a4",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"375","GO:00082021","GO:0008202","steroid metabolic process","7/85","293/23174",0.000102237629675529,0.0039319108535535,0.00325993506025032,"Cyp2e1/Amacr/Hsd17b11/Akr1c14/Slco1a6/Hmgcs1/Hsd11b1",7,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"376","GO:0055094","GO:0055094","response to lipoprotein particle","3/85","25/23174",0.000103324361918664,0.0039319108535535,0.00325993506025032,"Cd36/Lpl/Hmgcs1",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"377","GO:19015685","GO:1901568","fatty acid derivative metabolic process","5/85","131/23174",0.000122091826784469,0.00452382347664558,0.00375068797517939,"Cyp2e1/Acsm2/Akr1c14/Acat1/Cyp2a4",5,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"378","GO:0051193","GO:0051193","regulation of cofactor metabolic process","4/85","70/23174",0.000128516444807068,0.00460089668716148,0.00381458913431675,"Me1/Hsd11b1/Mpv17l/Zbtb20",4,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"379","GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus","3/85","27/23174",0.000130707292248906,0.00460089668716148,0.00381458913431675,"Cd36/Lpl/Hmgcs1",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"380","GO:0006869","GO:0006869","lipid transport","7/85","328/23174",0.000204814605720013,0.00699102693680087,0.00579623869087333,"Cd36/Atp11a/Slco1a1/Slco3a1/Slco1a6/Ace/Psap",7,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"381","GO:0009410","GO:0009410","response to xenobiotic stimulus","6/85","231/23174",0.000208539155785253,0.00699102693680087,0.00579623869087333,"Cyp2e1/Cyp2j13/Slco1a6/Csad/Cyp2a4/Ghr",6,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"382","GO:0006637","GO:0006637","acyl-CoA metabolic process","4/85","81/23174",0.000226164909145839,0.00719201170322513,0.00596287453564344,"Acsm2/Acsm3/Acat1/Hmgcs1",4,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"383","GO:0035383","GO:0035383","thioester metabolic process","4/85","81/23174",0.000226164909145839,0.00719201170322513,0.00596287453564344,"Acsm2/Acsm3/Acat1/Hmgcs1",4,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"384","GO:0015718","GO:0015718","monocarboxylic acid transport","5/85","150/23174",0.000229858328583189,0.00719201170322513,0.00596287453564344,"Cd36/Slco1a1/Slco3a1/Slco1a6/Ace",5,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"385","GO:00067391","GO:0006739","NADP metabolic process","3/85","34/23174",0.000262492884551914,0.00790531253370768,0.00655427003579681,"Me1/Hsd11b1/Prdx5",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"386","GO:0033866","GO:0033866","nucleoside bisphosphate biosynthetic process","3/85","35/23174",0.000286342996604469,0.00790531253370768,0.00655427003579681,"Pank1/Acat1/Coasy",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"387","GO:0034030","GO:0034030","ribonucleoside bisphosphate biosynthetic process","3/85","35/23174",0.000286342996604469,0.00790531253370768,0.00655427003579681,"Pank1/Acat1/Coasy",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"388","GO:0034033","GO:0034033","purine nucleoside bisphosphate biosynthetic process","3/85","35/23174",0.000286342996604469,0.00790531253370768,0.00655427003579681,"Pank1/Acat1/Coasy",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"389","GO:0055090","GO:0055090","acylglycerol homeostasis","3/85","35/23174",0.000286342996604469,0.00790531253370768,0.00655427003579681,"Lpl/Slco1a6/C1qtnf3",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"390","GO:0070328","GO:0070328","triglyceride homeostasis","3/85","35/23174",0.000286342996604469,0.00790531253370768,0.00655427003579681,"Lpl/Slco1a6/C1qtnf3",3,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"391","GO:0051188","GO:0051188","cofactor biosynthetic process","6/85","246/23174",0.000292369008884656,0.00791645316364606,0.00656350669743084,"Pank1/Acat1/Mpv17l/Gclm/Coasy/Zbtb20",6,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"392","GO:00160531","GO:0016053","organic acid biosynthetic process","7/85","359/23174",0.000353838201126483,0.00940007900351111,0.0077935762671156,"Acsm2/Acsm3/Lpl/Amacr/Pecr/Csad/Zbtb20",7,"Kidney","Kidney_Proximal_straight_tubule_1","Proximal_straight_tubule_1","Positive"
"393","GO:00066314","GO:0006631","fatty acid metabolic process","10/53","373/23174",1.09046943231064e-08,1.02831267466893e-05,7.82842266143005e-06,"Ces1f/Cyp2e1/Acsm2/Acsm3/Cd36/Lpl/Cyb5a/Ggt1/Akr1c14/Lypla1",10,"Kidney","Kidney_Proximal_straight_tubule_2","Proximal_straight_tubule_2","Positive"
"394","GO:00157113","GO:0015711","organic anion transport","9/53","410/23174",3.46460234919533e-07,0.00016335600076456,0.000124360989586906,"Slc22a30/Atp11a/Slc7a13/Slco1a1/Slc22a28/Slc17a3/Cd36/Slco3a1/Tmem30a",9,"Kidney","Kidney_Proximal_straight_tubule_2","Proximal_straight_tubule_2","Positive"
"395","GO:00160532","GO:0016053","organic acid biosynthetic process","7/53","359/23174",1.68712202965038e-05,0.00450291578811855,0.00342801648434096,"Acsm2/Zbtb20/Acsm3/Lpl/Amacr/Csad/Ggt1",7,"Kidney","Kidney_Proximal_straight_tubule_2","Proximal_straight_tubule_2","Positive"
"396","GO:00108761","GO:0010876","lipid localization","7/53","366/23174",1.91003851033661e-05,0.00450291578811855,0.00342801648434096,"Atp11a/Slco1a1/Cd36/Lpl/Slco3a1/Plekha8/Tmem30a",7,"Kidney","Kidney_Proximal_straight_tubule_2","Proximal_straight_tubule_2","Positive"
"397","GO:004273811","GO:0042738","exogenous drug catabolic process","2/5","54/23174",5.30561849400004e-05,0.00244058450724002,0.000837729235894744,"Cyp4b1/Cyp2e1",2,"Kidney","Kidney_Smooth_muscle","Smooth_muscle","Positive"
"398","GO:19015686","GO:1901568","fatty acid derivative metabolic process","2/5","131/23174",0.000313609349823493,0.00646907067229591,0.00222050480742423,"Cyp2e1/Acsm2",2,"Kidney","Kidney_Smooth_muscle","Smooth_muscle","Positive"
"399","GO:004273714","GO:0042737","drug catabolic process","2/5","152/23174",0.000421895913410603,0.00646907067229591,0.00222050480742423,"Cyp4b1/Cyp2e1",2,"Kidney","Kidney_Smooth_muscle","Smooth_muscle","Positive"
"400","GO:0031341","GO:0031341","regulation of cell killing","5/25","130/23174",2.49651837074413e-07,0.00017425698227794,0.000122460795870186,"Hsp90ab1/Pglyrp1/Hspa8/Cxcl1/H2-K1",5,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"401","GO:0001906","GO:0001906","cell killing","5/25","178/23174",1.18542396148898e-06,0.000413712962559655,0.000290740824238877,"Hsp90ab1/Pglyrp1/Hspa8/Cxcl1/H2-K1",5,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"402","GO:0031343","GO:0031343","positive regulation of cell killing","4/25","99/23174",3.69972529837584e-06,0.000844615564513275,0.000593561835414245,"Pglyrp1/Hspa8/Cxcl1/H2-K1",4,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"403","GO:00427421","GO:0042742","defense response to bacterium","6/25","425/23174",4.840203808099e-06,0.000844615564513275,0.000593561835414245,"Wfdc12/Lcn2/Lpo/Pglyrp1/Sftpd/H2-K1",6,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"404","GO:00358211","GO:0035821","modification of morphology or physiology of other organism","4/25","158/23174",2.35331775537395e-05,0.00328523158650203,0.00230872857685108,"Pglyrp1/Hspa8/Cxcl1/Sftpd",4,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"405","GO:0044403","GO:0044403","symbiont process","5/25","355/23174",3.38603343651491e-05,0.00393908556447902,0.00276823084458939,"Hsp90ab1/Pglyrp1/Hspa8/Cxcl1/Sftpd",5,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"406","GO:0051851","GO:0051851","modification by host of symbiont morphology or physiology","3/25","71/23174",6.03891248663686e-05,0.00576760366401879,0.00405323979404729,"Hspa8/Cxcl1/Sftpd",3,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"407","GO:0051702","GO:0051702","interaction with symbiont","3/25","76/23174",7.40140959397625e-05,0.00576760366401879,0.00405323979404729,"Hspa8/Cxcl1/Sftpd",3,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"408","GO:00444191","GO:0044419","interspecies interaction between organisms","5/25","419/23174",7.43673824873483e-05,0.00576760366401879,0.00405323979404729,"Hsp90ab1/Pglyrp1/Hspa8/Cxcl1/Sftpd",5,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"409","GO:0051712","GO:0051712","positive regulation of killing of cells of other organism","2/25","14/23174",0.000100869676627214,0.00676543008873297,0.00475447205753214,"Pglyrp1/Cxcl1",2,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"410","GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","3/25","86/23174",0.000106982825598021,0.00676543008873297,0.00475447205753214,"Hspa8/Cxcl1/H2-K1",3,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"411","GO:0051709","GO:0051709","regulation of killing of cells of other organism","2/25","15/23174",0.000116311119004005,0.00676543008873297,0.00475447205753214,"Pglyrp1/Cxcl1",2,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"412","GO:0051817","GO:0051817","modification of morphology or physiology of other organism involved in symbiotic interaction","3/25","91/23174",0.000126545364667003,0.00679451265673603,0.00477491011618005,"Hspa8/Cxcl1/Sftpd",3,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"413","GO:0044406","GO:0044406","adhesion of symbiont to host","2/25","17/23174",0.000150451417694493,0.00750107782505399,0.00527145568764162,"Hsp90ab1/Sftpd",2,"Lacrimal","Lacrimal_Acinar_2","Acinar_2","Positive"
"414","GO:0030198","GO:0030198","extracellular matrix organization","12/55","273/23174",1.56930334561565e-12,1.86590167793701e-09,1.44541097622494e-09,"Col3a1/Col1a2/Lgals3/Mmp2/Ccdc80/Fn1/Col4a2/Col18a1/Col4a1/Col5a2/Col1a1/Adamts2",12,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"415","GO:0043062","GO:0043062","extracellular structure organization","12/55","317/23174",9.04445221405677e-12,5.37692684125675e-09,4.16520825647351e-09,"Col3a1/Col1a2/Lgals3/Mmp2/Ccdc80/Fn1/Col4a2/Col18a1/Col4a1/Col5a2/Col1a1/Adamts2",12,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"416","GO:0030199","GO:0030199","collagen fibril organization","5/55","54/23174",1.80937716731446e-07,7.17116483978965e-05,5.55510533824616e-05,"Col3a1/Col1a2/Col5a2/Col1a1/Adamts2",5,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"417","GO:0038063","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","3/55","11/23174",2.05929388423064e-06,0.000612125107087557,0.000474179512816265,"Col4a2/Col4a1/Col1a1",3,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"418","GO:0071230","GO:0071230","cellular response to amino acid stimulus","6/55","172/23174",3.28551868135697e-06,0.000704967032749386,0.000546099024970752,"Col3a1/Col1a2/Mmp2/Col4a1/Col5a2/Col1a1",6,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"419","GO:0038065","GO:0038065","collagen-activated signaling pathway","3/55","13/23174",3.55744507695233e-06,0.000704967032749386,0.000546099024970752,"Col4a2/Col4a1/Col1a1",3,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"420","GO:0043200","GO:0043200","response to amino acid","6/55","185/23174",4.99965077592692e-06,0.000849226396082444,0.000657848786306174,"Col3a1/Col1a2/Mmp2/Col4a1/Col5a2/Col1a1",6,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"421","GO:0010810","GO:0010810","regulation of cell-substrate adhesion","6/55","210/23174",1.03229328407036e-05,0.00153424589344958,0.00118849555731785,"S100a10/Ccdc80/Fn1/Lgals1/Col1a1/Spp1",6,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"422","GO:0031589","GO:0031589","cell-substrate adhesion","7/55","337/23174",1.44042482703164e-05,0.0019029612437118,0.00147411897503238,"Col3a1/S100a10/Ccdc80/Fn1/Lgals1/Col1a1/Spp1",7,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"423","GO:0071229","GO:0071229","cellular response to acid chemical","6/55","271/23174",4.33861712687836e-05,0.00515861576385837,0.00399609472212481,"Col3a1/Col1a2/Mmp2/Col4a1/Col5a2/Col1a1",6,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"424","GO:0048771","GO:0048771","tissue remodeling","5/55","192/23174",9.21193214674577e-05,0.0099572612022552,0.00771334031426081,"Mmp2/Cav1/Trf/Timp1/Spp1",5,"Lacrimal","Lacrimal_Fibroblast","Fibroblast","Positive"
"425","GO:0071827","GO:0071827","plasma lipoprotein particle organization","4/39","33/23174",2.70501964005042e-07,0.000292843107059215,0.000199177218685441,"Pltp/Abca1/Lpl/Apoe",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"426","GO:0071825","GO:0071825","protein-lipid complex subunit organization","4/39","37/23174",4.34485322046313e-07,0.000292843107059215,0.000199177218685441,"Pltp/Abca1/Lpl/Apoe",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"427","GO:0034375","GO:0034375","high-density lipoprotein particle remodeling","3/39","12/23174",9.59333047869055e-07,0.000431060316175829,0.000293185643752262,"Pltp/Lpl/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"428","GO:0010875","GO:0010875","positive regulation of cholesterol efflux","3/39","16/23174",2.43058184284051e-06,0.00074925309918788,0.000509604442755461,"Pltp/Abca1/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"429","GO:00343411","GO:0034341","response to interferon-gamma","5/39","137/23174",3.2871293725803e-06,0.00074925309918788,0.000509604442755461,"Ccl8/Mrc1/Capg/Ifitm2/Ccl6",5,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"430","GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","4/39","61/23174",3.3349544474238e-06,0.00074925309918788,0.000509604442755461,"Pltp/Abca1/Lpl/Apoe",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"431","GO:0034368","GO:0034368","protein-lipid complex remodeling","3/39","20/23174",4.92496246307538e-06,0.000829856175028202,0.000564426619123507,"Pltp/Lpl/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"432","GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","3/39","20/23174",4.92496246307538e-06,0.000829856175028202,0.000564426619123507,"Pltp/Lpl/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"433","GO:0034367","GO:0034367","protein-containing complex remodeling","3/39","21/23174",5.73909921310933e-06,0.000859589526585708,0.000584649756095699,"Pltp/Lpl/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"434","GO:0010874","GO:0010874","regulation of cholesterol efflux","3/39","23/23174",7.62427856769006e-06,0.00102775275092462,0.000699025961311373,"Pltp/Abca1/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"435","GO:0032373","GO:0032373","positive regulation of sterol transport","3/39","25/23174",9.8786186930152e-06,0.00110969816651537,0.000754761129966337,"Pltp/Abca1/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"436","GO:0032376","GO:0032376","positive regulation of cholesterol transport","3/39","25/23174",9.8786186930152e-06,0.00110969816651537,0.000754761129966337,"Pltp/Abca1/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"437","GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","6/39","306/23174",1.14107489431305e-05,0.00118320689041076,0.000804758083357625,"Ccl8/Igf1/Gas6/Ccl6/Apoe/Fn1",6,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"438","GO:1905954","GO:1905954","positive regulation of lipid localization","4/39","89/23174",1.50844984213092e-05,0.00139278187144951,0.000947300491982292,"Pltp/Abca1/Lpl/Apoe",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"439","GO:00703711","GO:0070371","ERK1 and ERK2 cascade","6/39","323/23174",1.54983145932809e-05,0.00139278187144951,0.000947300491982292,"Ccl8/Igf1/Gas6/Ccl6/Apoe/Fn1",6,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"440","GO:00326121","GO:0032612","interleukin-1 production","4/39","102/23174",2.58452000655409e-05,0.00213646197091805,0.00145311445937031,"Abca1/Igf1/Lpl/Gas6",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"441","GO:0019835","GO:0019835","cytolysis","3/39","35/23174",2.77856354653199e-05,0.00213646197091805,0.00145311445937031,"Lyz2/Lyz1/Pf4",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"442","GO:0042060","GO:0042060","wound healing","6/39","360/23174",2.85284239440095e-05,0.00213646197091805,0.00145311445937031,"F13a1/Igf1/Pf4/Gas6/Apoe/Fn1",6,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"443","GO:00713461","GO:0071346","cellular response to interferon-gamma","4/39","115/23174",4.1391049652435e-05,0.00293658604902539,0.00199731879486265,"Ccl8/Mrc1/Capg/Ccl6",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"444","GO:0033344","GO:0033344","cholesterol efflux","3/39","41/23174",4.49401316092334e-05,0.00302896487046233,0.00206015024377065,"Pltp/Abca1/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"445","GO:0032371","GO:0032371","regulation of sterol transport","3/39","43/23174",5.19058712199145e-05,0.00318041429111112,0.00216315855658113,"Pltp/Abca1/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"446","GO:0032374","GO:0032374","regulation of cholesterol transport","3/39","43/23174",5.19058712199145e-05,0.00318041429111112,0.00216315855658113,"Pltp/Abca1/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"447","GO:00482471","GO:0048247","lymphocyte chemotaxis","3/39","52/23174",9.19835171718891e-05,0.00539103396294376,0.00366671137101672,"Ccl8/Gas6/Ccl6",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"448","GO:1905952","GO:1905952","regulation of lipid localization","4/39","145/23174",0.00010200909726214,0.00572951096289022,0.00389692647874229,"Pltp/Abca1/Lpl/Apoe",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"449","GO:0050701","GO:0050701","interleukin-1 secretion","3/39","55/23174",0.000108813575906881,0.00579012810076456,0.00393815522080738,"Abca1/Lpl/Gas6",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"450","GO:0034370","GO:0034370","triglyceride-rich lipoprotein particle remodeling","2/39","10/23174",0.000123134096663912,0.00579012810076456,0.00393815522080738,"Lpl/Apoe",2,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"451","GO:0034380","GO:0034380","high-density lipoprotein particle assembly","2/39","10/23174",0.000123134096663912,0.00579012810076456,0.00393815522080738,"Abca1/Apoe",2,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"452","GO:0007596","GO:0007596","blood coagulation","4/39","156/23174",0.000135266208436937,0.00579012810076456,0.00393815522080738,"F13a1/Pf4/Gas6/Apoe",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"453","GO:00700981","GO:0070098","chemokine-mediated signaling pathway","3/39","60/23174",0.000141109504723113,0.00579012810076456,0.00393815522080738,"Ccl8/Pf4/Ccl6",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"454","GO:0007599","GO:0007599","hemostasis","4/39","158/23174",0.000142064699345267,0.00579012810076456,0.00393815522080738,"F13a1/Pf4/Gas6/Apoe",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"455","GO:0050817","GO:0050817","coagulation","4/39","159/23174",0.000145555209134454,0.00579012810076456,0.00393815522080738,"F13a1/Pf4/Gas6/Apoe",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"456","GO:0015914","GO:0015914","phospholipid transport","3/39","61/23174",0.000148235774564959,0.00579012810076456,0.00393815522080738,"Pltp/Abca1/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"457","GO:00326801","GO:0032680","regulation of tumor necrosis factor production","4/39","160/23174",0.000149107433847969,0.00579012810076456,0.00393815522080738,"Igf1/Lpl/Pf4/Gas6",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"458","GO:0010744","GO:0010744","positive regulation of macrophage derived foam cell differentiation","2/39","11/23174",0.000150337153951602,0.00579012810076456,0.00393815522080738,"Lpl/Pf4",2,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"459","GO:0033700","GO:0033700","phospholipid efflux","2/39","11/23174",0.000150337153951602,0.00579012810076456,0.00393815522080738,"Abca1/Apoe",2,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"460","GO:19035551","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","4/39","162/23174",0.000156399655913869,0.00583432514288045,0.00396821583589636,"Igf1/Lpl/Pf4/Gas6",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"461","GO:00326401","GO:0032640","tumor necrosis factor production","4/39","163/23174",0.000160140972022683,0.00583432514288045,0.00396821583589636,"Igf1/Lpl/Pf4/Gas6",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"462","GO:0009611","GO:0009611","response to wounding","6/39","495/23174",0.000165246547043311,0.0058619038266943,0.00398697347575413,"F13a1/Igf1/Pf4/Gas6/Apoe/Fn1",6,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"463","GO:00717061","GO:0071706","tumor necrosis factor superfamily cytokine production","4/39","166/23174",0.000171753692967563,0.00593651225949423,0.00403771839607955,"Igf1/Lpl/Pf4/Gas6",4,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"464","GO:0032488","GO:0032488","Cdc42 protein signal transduction","2/39","12/23174",0.000180212718132349,0.00599842921973932,0.00407983121223875,"Abca1/Apoe",2,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"465","GO:00430621","GO:0043062","extracellular structure organization","5/39","317/23174",0.00018244480564489,0.00599842921973932,0.00407983121223875,"Pltp/Abca1/Lpl/Apoe/Fn1",5,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"466","GO:0034350","GO:0034350","regulation of glial cell apoptotic process","2/39","13/23174",0.000212752179554887,0.00639916485616205,0.00435239152718815,"Igf1/Gas6",2,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"467","GO:0043691","GO:0043691","reverse cholesterol transport","2/39","13/23174",0.000212752179554887,0.00639916485616205,0.00435239152718815,"Abca1/Apoe",2,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
"468","GO:0032370","GO:0032370","positive regulation of lipid transport","3/39","69/23174",0.000213802561036877,0.00639916485616205,0.00435239152718815,"Pltp/Abca1/Apoe",3,"Lacrimal","Lacrimal_Macrophage_1","Macrophage_1","Positive"
