"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","tissue","tissue_cell_type","cell_type","change"
"GO:00465032","GO:0046503","glycerolipid catabolic process","2/11","53/23174",0.000278562590025409,0.00201679315178396,0.000697872593958394,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00509941","GO:0050994","regulation of lipid catabolic process","2/11","56/23174",0.000311069115126111,0.00220798077795396,0.000764029405572903,"Fabp1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00159094","GO:0015909","long-chain fatty acid transport","2/11","58/23174",0.000333721427408789,0.00228533306454354,0.000790795680955746,"Fabp2/Fabp1",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00160421","GO:0016042","lipid catabolic process","3/11","302/23174",0.000334592962488419,0.00228533306454354,0.000790795680955746,"Fabp1/Apoa1/Apoa4",3,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","2/11","60/23174",0.00035715733306416,0.00238641225916302,0.000825772197849373,"Apoa1/Krt8",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00159141","GO:0015914","phospholipid transport","2/11","61/23174",0.000369168747273837,0.00238641225916302,0.000825772197849373,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00970061","GO:0097006","regulation of plasma lipoprotein particle levels","2/11","61/23174",0.000369168747273837,0.00238641225916302,0.000825772197849373,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00192162","GO:0019216","regulation of lipid metabolic process","3/11","336/23174",0.000457201935617633,0.00290363334550146,0.00100474663598335,"Fabp1/Apoa1/Apoa4",3,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00197316","GO:0019731","antibacterial humoral response","2/11","73/23174",0.00052850560628056,0.00324269541480615,0.00112207256284365,"Defa24/Defa30",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00601911","GO:0060191","regulation of lipase activity","2/11","73/23174",0.00052850560628056,0.00324269541480615,0.00112207256284365,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00159181","GO:0015918","sterol transport","2/11","77/23174",0.000587825867977376,0.00348840924930836,0.00120709712319772,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00303011","GO:0030301","cholesterol transport","2/11","77/23174",0.000587825867977376,0.00348840924930836,0.00120709712319772,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00066313","GO:0006631","fatty acid metabolic process","3/11","373/23174",0.000620035976525991,0.00362021005649047,0.00125270426496762,"Fabp2/Fabp1/Apoa4",3,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00157481","GO:0015748","organophosphate ester transport","2/11","80/23174",0.000634342859792481,0.00364495421023616,0.00126126650485055,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00426322","GO:0042632","cholesterol homeostasis","2/11","85/23174",0.000715719514510899,0.00401803941682137,0.00139036548590213,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00159084","GO:0015908","fatty acid transport","2/11","86/23174",0.000732570722403896,0.00401803941682137,0.00139036548590213,"Fabp2/Fabp1",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00550922","GO:0055092","sterol homeostasis","2/11","86/23174",0.000732570722403896,0.00401803941682137,0.00139036548590213,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00192171","GO:0019217","regulation of fatty acid metabolic process","2/11","87/23174",0.000749613533703256,0.004050150734337,0.00140147699152691,"Fabp1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00468891","GO:0046889","positive regulation of lipid biosynthetic process","2/11","92/23174",0.000837696316008153,0.00445950097639634,0.0015431247926466,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00618446","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","2/11","94/23174",0.000874265330828955,0.00458672535884177,0.00158714835039887,"Defa24/Defa30",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00427428","GO:0042742","defense response to bacterium","3/11","425/23174",0.000905729630031003,0.00468391608673176,0.00162077933795022,"Defa24/Lypd8/Defa30",3,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00066411","GO:0006641","triglyceride metabolic process","2/11","98/23174",0.000949686801732575,0.00484206510179144,0.0016755037717743,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00192182","GO:0019218","regulation of steroid metabolic process","2/11","102/23174",0.00102814478440166,0.00516928349935277,0.00178873142315493,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00197307","GO:0019730","antimicrobial humoral response","2/11","115/23174",0.00130398735398682,0.00637896516409769,0.00220731856507015,"Defa24/Defa30",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00323681","GO:0032368","regulation of lipid transport","2/11","115/23174",0.00130398735398682,0.00637896516409769,0.00220731856507015,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00100358","GO:0010035","response to inorganic substance","3/11","493/23174",0.00139024044019981,0.00671022719136441,0.0023219454369653,"Fabp1/Apoa4/Krt8",3,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:0006639","GO:0006639","acylglycerol metabolic process","2/11","121/23174",0.00144199089564958,0.00686843031875196,0.00237668859532272,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:0006638","GO:0006638","neutral lipid metabolic process","2/11","123/23174",0.00148948425228591,0.00691273460676282,0.00239201924456172,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:0042157","GO:0042157","lipoprotein metabolic process","2/11","123/23174",0.00148948425228591,0.00691273460676282,0.00239201924456172,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:0008203","GO:0008203","cholesterol metabolic process","2/11","125/23174",0.00153772170359856,0.00695819070878349,0.00240774845695038,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","2/11","125/23174",0.00153772170359856,0.00695819070878349,0.00240774845695038,"Fabp1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00508307","GO:0050830","defense response to Gram-positive bacterium","2/11","128/23174",0.00161147044625829,0.00720188026599385,0.00249207255496734,"Defa24/Defa30",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:1902652","GO:1902652","secondary alcohol metabolic process","2/11","130/23174",0.00166156291266477,0.00733519237054448,0.00253820265220934,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:0016125","GO:0016125","sterol metabolic process","2/11","134/23174",0.00176396641779762,0.00769344389449083,0.00266216872185056,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:0046165","GO:0046165","alcohol biosynthetic process","2/11","141/23174",0.00195026568941749,0.00830583740669566,0.00287407575282577,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:0055088","GO:0055088","lipid homeostasis","2/11","141/23174",0.00195026568941749,0.00830583740669566,0.00287407575282577,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:1905952","GO:1905952","regulation of lipid localization","2/11","145/23174",0.0020607593343527,0.00867435905855439,0.00300159560327994,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00157181","GO:0015718","monocarboxylic acid transport","2/11","150/23174",0.00220298731839304,0.00906228874157137,0.00313583123072693,"Fabp2/Fabp1",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00346143","GO:0034614","cellular response to reactive oxygen species","2/11","150/23174",0.00220298731839304,0.00906228874157137,0.00313583123072693,"Fabp1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00620131","GO:0062013","positive regulation of small molecule metabolic process","2/11","151/23174",0.00223197956400951,0.00907838878844319,0.00314140234319494,"Fabp1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00066944","GO:0006694","steroid biosynthetic process","2/11","156/23174",0.00237966594015685,0.00957154522596423,0.0033120496710955,"Apoa1/Apoa4",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00358217","GO:0035821","modification of morphology or physiology of other organism","2/11","158/23174",0.00244000948335831,0.0097064113513814,0.00335871750745678,"Defa24/Defa30",2,"Intestine","Intestine_T_NK_cell_2","T_NK_cell_2","up"
"GO:00510855","GO:0051085","chaperone cofactor-dependent protein refolding","2/2","30/23174",1.62007823815903e-06,0.00011809811708511,NA,"Hsph1/Hspa1b",2,"Intestine","Intestine_TA","TA","up"
"GO:00510845","GO:0051084","'de novo' posttranslational protein folding","2/2","35/23174",2.21596908437845e-06,0.00011809811708511,NA,"Hsph1/Hspa1b",2,"Intestine","Intestine_TA","TA","up"
"GO:00064585","GO:0006458","'de novo' protein folding","2/2","36/23174",2.34632020698894e-06,0.00011809811708511,NA,"Hsph1/Hspa1b",2,"Intestine","Intestine_TA","TA","up"
"GO:00610775","GO:0061077","chaperone-mediated protein folding","2/2","52/23174",4.93844538804339e-06,0.000186426313398638,NA,"Hsph1/Hspa1b",2,"Intestine","Intestine_TA","TA","up"
"GO:00069863","GO:0006986","response to unfolded protein","2/2","104/23174",1.99474460771949e-05,0.000602412871531285,NA,"Hsph1/Hspa1b",2,"Intestine","Intestine_TA","TA","up"
"GO:00359662","GO:0035966","response to topologically incorrect protein","2/2","127/23174",2.97982666287595e-05,0.000749923043490449,NA,"Hsph1/Hspa1b",2,"Intestine","Intestine_TA","TA","up"
"GO:00064573","GO:0006457","protein folding","2/2","152/23174",4.27402709450875e-05,0.00092196870181546,NA,"Hsph1/Hspa1b",2,"Intestine","Intestine_TA","TA","up"
"GO:00705071","GO:0070507","regulation of microtubule cytoskeleton organization","2/2","197/23174",7.19016792319501e-05,0.00135714419550306,NA,"Hsph1/Hspa1b",2,"Intestine","Intestine_TA","TA","up"
"GO:0032886","GO:0032886","regulation of microtubule-based process","2/2","232/23174",9.97968194705963e-05,0.00167436886000667,NA,"Hsph1/Hspa1b",2,"Intestine","Intestine_TA","TA","up"
"GO:00516736","GO:0051673","membrane disruption in other organism","3/3","43/23174",5.95051862149937e-09,1.07109335186989e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00022275","GO:0002227","innate immune response in mucosa","3/3","56/23174",1.33658841413146e-08,1.07961627279636e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00023855","GO:0002385","mucosal immune response","3/3","70/23174",2.63942459558281e-08,1.07961627279636e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00022515","GO:0002251","organ or tissue specific immune response","3/3","72/23174",2.87569022434343e-08,1.07961627279636e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00197317","GO:0019731","antibacterial humoral response","3/3","73/23174",2.99893409110101e-08,1.07961627279636e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00618447","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","3/3","94/23174",6.46326325338516e-08,1.93897897601555e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00508297","GO:0050829","defense response to Gram-negative bacterium","3/3","109/23174",1.01224874506592e-07,2.60292534445522e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00197308","GO:0019730","antimicrobial humoral response","3/3","115/23174",1.19051357283956e-07,2.67865553888901e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00508308","GO:0050830","defense response to Gram-positive bacterium","3/3","128/23174",1.64602888334249e-07,3.29205776668498e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00358218","GO:0035821","modification of morphology or physiology of other organism","3/3","158/23174",3.10981499720262e-07,5.59766699496472e-07,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00712225","GO:0071222","cellular response to lipopolysaccharide","3/3","281/23174",1.76409419325744e-06,2.87949747618974e-06,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00712194","GO:0071219","cellular response to molecule of bacterial origin","3/3","289/23174",1.9196649841265e-06,2.87949747618974e-06,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00712165","GO:0071216","cellular response to biotic stimulus","3/3","311/23174",2.39405309661987e-06,3.31484274916598e-06,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00069599","GO:0006959","humoral immune response","3/3","355/23174",3.56500001800005e-06,4.38768764162399e-06,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00324965","GO:0032496","response to lipopolysaccharide","3/3","358/23174",3.65640636801999e-06,4.38768764162399e-06,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00022375","GO:0002237","response to molecule of bacterial origin","3/3","376/23174",4.23783390036123e-06,4.76756313790639e-06,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:004441910","GO:0044419","interspecies interaction between organisms","3/3","419/23174",5.86920901079828e-06,6.12559627415853e-06,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00427429","GO:0042742","defense response to bacterium","3/3","425/23174",6.12559627415853e-06,6.12559627415853e-06,NA,"Defa24/Defa30/AY761184",3,"Intestine","Intestine_Tuft","Tuft","up"
"GO:00066314","GO:0006631","fatty acid metabolic process","5/19","373/23174",1.01557691967486e-05,0.00208193268533345,0.00115455060341984,"Acsm2/Cyp2e1/Cyb5a/Acsm3/Slc27a2",5,"Kidney","Kidney_B_cell","B_cell","up"
"GO:0042738","GO:0042738","exogenous drug catabolic process","2/7","54/23174",0.000111085042744588,0.00688727265016443,0.00315715384642512,"Cyp4b1/Cyp2e1",2,"Kidney","Kidney_Collecting_duct_intercalated","Collecting_duct_intercalated","up"
"GO:00463943","GO:0046394","carboxylic acid biosynthetic process","5/14","358/23174",1.52757345641279e-06,0.00025536148222921,0.000135712007243765,"Acsm3/Acsm2/Ggt1/Slc27a2/Nr1d1",5,"Kidney","Kidney_Collecting_duct_principal_2","Collecting_duct_principal_2","up"
"GO:00160533","GO:0016053","organic acid biosynthetic process","5/14","359/23174",1.54864295765843e-06,0.00025536148222921,0.000135712007243765,"Acsm3/Acsm2/Ggt1/Slc27a2/Nr1d1",5,"Kidney","Kidney_Collecting_duct_principal_2","Collecting_duct_principal_2","up"
"GO:00066315","GO:0006631","fatty acid metabolic process","5/14","373/23174",1.86849865045763e-06,0.00025536148222921,0.000135712007243765,"Cyp2e1/Acsm3/Acsm2/Ggt1/Slc27a2",5,"Kidney","Kidney_Collecting_duct_principal_2","Collecting_duct_principal_2","up"
"GO:00723302","GO:0072330","monocarboxylic acid biosynthetic process","4/14","260/23174",1.41863053818954e-05,0.00145409630164428,0.000772780319487461,"Acsm3/Acsm2/Slc27a2/Nr1d1",4,"Kidney","Kidney_Collecting_duct_principal_2","Collecting_duct_principal_2","up"
"GO:19015682","GO:1901568","fatty acid derivative metabolic process","3/14","131/23174",6.13973237126876e-05,0.00437295729091625,0.002324010678356,"Cyp2e1/Acsm2/Ggt1",3,"Kidney","Kidney_Collecting_duct_principal_2","Collecting_duct_principal_2","up"
"GO:0006699","GO:0006699","bile acid biosynthetic process","2/14","20/23174",6.39944969402378e-05,0.00437295729091625,0.002324010678356,"Slc27a2/Nr1d1",2,"Kidney","Kidney_Collecting_duct_principal_2","Collecting_duct_principal_2","up"
"GO:0008206","GO:0008206","bile acid metabolic process","2/14","29/23174",0.000136321925994751,0.00798456995112111,0.0042434043129193,"Slc27a2/Nr1d1",2,"Kidney","Kidney_Collecting_duct_principal_2","Collecting_duct_principal_2","up"
"GO:0044282","GO:0044282","small molecule catabolic process","14/89","308/23174",1.24693176587295e-11,1.64470299918642e-08,1.26268248291555e-08,"Adh1/Slc27a2/Ces1f/Ldhd/Aldob/Dbi/Khk/Akr1a1/Gusb/Sord/Acads/Dao/Acat1/Acox1",14,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00066316","GO:0006631","fatty acid metabolic process","14/89","373/23174",1.57344436712696e-10,1.03768656012023e-07,7.96659726934807e-08,"Acsm2/Cyp2e1/Acsm3/Cyb5a/Ggt1/Slc27a2/Cd36/Ces1f/Lpl/Dbi/Pecr/Acads/Acat1/Acox1",14,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0072521","GO:0072521","purine-containing compound metabolic process","14/89","484/23174",4.55095922052862e-09,1.89055322248177e-06,1.45142827503089e-06,"Acsm2/Acsm3/Ttr/Ldhd/Aldob/Slc17a3/Slc22a12/Slc17a1/Fbp1/Khk/Glyat/Scp2/Abcg2/Acat1",14,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00427373","GO:0042737","drug catabolic process","9/89","152/23174",7.1978988728137e-09,1.89055322248177e-06,1.45142827503089e-06,"Cyp4b1/Cyp2e1/Adh1/Cyp2j5/Cyp2j13/Gpx3/Gpx1/Dao/Acat1",9,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0016054","GO:0016054","organic acid catabolic process","10/89","211/23174",8.59993884373814e-09,1.89055322248177e-06,1.45142827503089e-06,"Slc27a2/Ces1f/Ldhd/Dbi/Akr1a1/Gusb/Acads/Dao/Acat1/Acox1",10,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0046395","GO:0046395","carboxylic acid catabolic process","10/89","211/23174",8.59993884373814e-09,1.89055322248177e-06,1.45142827503089e-06,"Slc27a2/Ces1f/Ldhd/Dbi/Akr1a1/Gusb/Acads/Dao/Acat1/Acox1",10,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","8/89","110/23174",1.02231129410361e-08,1.89784453916397e-06,1.45702601386676e-06,"Slc27a2/Ces1f/Ldhd/Dbi/Akr1a1/Acads/Acat1/Acox1",8,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00463944","GO:0046394","carboxylic acid biosynthetic process","12/89","358/23174",1.25556012876014e-08,1.89784453916397e-06,1.45702601386676e-06,"Acsm2/Acsm3/Ggt1/Slc27a2/Lpl/Aldob/Fbp1/Amacr/Khk/Akr1a1/Pecr/Ass1",12,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00160534","GO:0016053","organic acid biosynthetic process","12/89","359/23174",1.29496594787534e-08,1.89784453916397e-06,1.45702601386676e-06,"Acsm2/Acsm3/Ggt1/Slc27a2/Lpl/Aldob/Fbp1/Amacr/Khk/Akr1a1/Pecr/Ass1",12,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:19016154","GO:1901615","organic hydroxy compound metabolic process","13/89","471/23174",2.95709950289657e-08,3.90041424432058e-06,2.99445233872264e-06,"Ttr/Adh1/Slc27a2/Ldhd/Ly6e/Amacr/Akr1a1/Pecr/Scp2/Sult1d1/Sord/Dhrs4/Dao",13,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0006000","GO:0006000","fructose metabolic process","4/89","10/23174",4.19334944932166e-08,5.02820720332297e-06,3.86028915813152e-06,"Aldob/Fbp1/Khk/Sord",4,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0006732","GO:0006732","coenzyme metabolic process","11/89","326/23174",4.96362158890545e-08,5.45584739647191e-06,4.18859997239214e-06,"Acsm2/Acsm3/Hsd11b1/Aldob/Fbp1/Khk/Akr1a1/Me1/Glyat/Scp2/Acat1",11,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00442422","GO:0044242","cellular lipid catabolic process","9/89","196/23174",6.53516602604855e-08,6.63067999104465e-06,5.09055037818519e-06,"Slc27a2/Ces1f/Lpl/Dbi/Amacr/Smpdl3a/Acads/Acat1/Acox1",9,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00067901","GO:0006790","sulfur compound metabolic process","10/89","270/23174",8.8373097978674e-08,8.32600830241935e-06,6.39209926732965e-06,"Acsm2/Acsm3/Ggt1/Nat8/Gpx3/Gpx1/Glyat/Scp2/Sult1d1/Acat1",10,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0046415","GO:0046415","urate metabolic process","4/89","12/23174",9.82642393048461e-08,8.64070210953947e-06,6.63369812008856e-06,"Slc17a3/Slc22a12/Slc17a1/Abcg2",4,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00160422","GO:0016042","lipid catabolic process","10/89","302/23174",2.49633657664764e-07,2.0579174653739e-05,1.57991828074673e-05,"Hsd11b1/Slc27a2/Ces1f/Lpl/Dbi/Amacr/Smpdl3a/Acads/Acat1/Acox1",10,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","6/89","70/23174",2.91146268848557e-07,2.25895252124262e-05,1.73425827016911e-05,"Hsd11b1/Adh1/Aldob/Khk/Akr1a1/Dhrs4",6,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00157113","GO:0015711","organic anion transport","11/89","410/23174",4.93061221170216e-07,3.61304305957508e-05,2.77382979395174e-05,"Slco1a1/Slc27a2/Cd36/Slc22a30/Slc22a6/Slc17a3/Slc7a13/Slc22a12/Slc17a1/Scp2/Abcg2",11,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0006720","GO:0006720","isoprenoid metabolic process","6/89","78/23174",5.56509816048256e-07,3.86334972298763e-05,2.96599691434029e-05,"Cyp2e1/Ttr/Adh1/Amacr/Pecr/Dhrs4",6,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0016137","GO:0016137","glycoside metabolic process","4/89","18/23174",5.96842882875669e-07,3.93617881256504e-05,3.02190975434944e-05,"Akr1a1/Gusb/Abcg2/Fuca2",4,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00723303","GO:0072330","monocarboxylic acid biosynthetic process","9/89","260/23174",7.13228710282304e-07,4.47975556601123e-05,3.43922816687507e-05,"Acsm2/Acsm3/Slc27a2/Lpl/Aldob/Fbp1/Amacr/Khk/Pecr",9,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00169995","GO:0016999","antibiotic metabolic process","7/89","133/23174",8.15190980839784e-07,4.88744047148943e-05,3.75221877305202e-05,"Cyp4b1/Adh1/Cyba/Gpx3/Gpx1/Mpv17l/Akr1a1",7,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0016052","GO:0016052","carbohydrate catabolic process","7/89","138/23174",1.04542806380042e-06,5.99530267892503e-05,4.60275422140049e-05,"Hsd11b1/Aldob/Fbp1/Khk/Akr1a1/Gusb/Sord",7,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0009062","GO:0009062","fatty acid catabolic process","6/89","91/23174",1.38773692836015e-06,7.62677086877933e-05,5.8552759872038e-05,"Slc27a2/Ces1f/Dbi/Acads/Acat1/Acox1",6,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0019395","GO:0019395","fatty acid oxidation","6/89","98/23174",2.14491555223726e-06,0.000113165744536038,8.68803688948314e-05,"Slc27a2/Cd36/Dbi/Acads/Acat1/Acox1",6,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0034440","GO:0034440","lipid oxidation","6/89","100/23174",2.41418394196505e-06,0.000122473408440458,9.40261114239021e-05,"Slc27a2/Cd36/Dbi/Acads/Acat1/Acox1",6,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0006721","GO:0006721","terpenoid metabolic process","5/89","58/23174",2.91073028623238e-06,0.000142194564723723,0.000109166570579164,"Cyp2e1/Ttr/Adh1/Pecr/Dhrs4",5,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0051188","GO:0051188","cofactor biosynthetic process","8/89","246/23174",4.84560651912268e-06,0.000228262678525815,0.000175243363586317,"Ggt1/Aldob/Cyba/Fbp1/Mpv17l/Khk/Akr1a1/Acat1",8,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0006635","GO:0006635","fatty acid beta-oxidation","5/89","67/23174",5.97055951210713e-06,0.000271557517119631,0.000208481969170492,"Slc27a2/Dbi/Acads/Acat1/Acox1",5,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0019693","GO:0019693","ribose phosphate metabolic process","10/89","444/23174",7.94103008921648e-06,0.000349140622922551,0.000268044594590395,"Acsm2/Acsm3/Hsd11b1/Ldhd/Aldob/Fbp1/Khk/Glyat/Scp2/Acat1",10,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0006637","GO:0006637","acyl-CoA metabolic process","5/89","81/23174",1.51851046757025e-05,0.000625911033351614,0.000480528641382429,"Acsm2/Acsm3/Glyat/Scp2/Acat1",5,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0035383","GO:0035383","thioester metabolic process","5/89","81/23174",1.51851046757025e-05,0.000625911033351614,0.000480528641382429,"Acsm2/Acsm3/Glyat/Scp2/Acat1",5,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:0019682","GO:0019682","glyceraldehyde-3-phosphate metabolic process","3/89","16/23174",2.95739697342518e-05,0.00118206260846903,0.000907501080840518,"Hsd11b1/Aldob/Khk",3,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
"GO:00091501","GO:0009150","purine ribonucleotide metabolic process","9/89","417/23174",3.23726882753711e-05,0.00125586987750631,0.000964164895384118,"Acsm2/Acsm3/Ldhd/Aldob/Fbp1/Khk/Glyat/Scp2/Acat1",9,"Kidney","Kidney_Descending_thin_lmb","Descending_thin_lmb","up"
